app_id,genres,player_support,indie
1171370,Adventure,Multiplayer,True
1174580,Action,Singleplayer,False
1202870,Adventure,Singleplayer,True
1203041,Action,Singleplayer,False
1216710,RPG,Singleplayer,True
1218920,Strategy,Singleplayer,True
1222690,Action,Multiplayer,False
1224940,Strategy,Singleplayer,False
1238100,Action,Multiplayer,False
1276040,,Singleplayer,False
1278500,Strategy,Multiplayer,True
1293900,Action,Singleplayer,True
1300211,Action,Singleplayer,False
1321580,Strategy,Singleplayer,False
1338630,RPG,Singleplayer,True
1413660,Action,Singleplayer,True
1448800,Action,Singleplayer,True
1489110,Action,Singleplayer,False
1532920,,Singleplayer,True
1208260,Action,Multiplayer,True
1273220,Strategy,Singleplayer,False
1168680,Simulation,Singleplayer,False
1278170,Action,Multiplayer,False
1330470,Action,Singleplayer,True
1348390,Simulation,Singleplayer,False
1415420,Action,Singleplayer,True
1425730,Action,Singleplayer,False
1442160,Adventure,Singleplayer,False
1458920,Adventure,Singleplayer,True
1471530,Adventure,Singleplayer,True
1475420,,Singleplayer,False
1503670,,Singleplayer,False
1519490,RPG,Singleplayer,True
1578357,Sports,Singleplayer,False
1627150,Action,Singleplayer,False
1630580,RPG,Singleplayer,True
1131140,,Multiplayer,True
1140660,Simulation,Singleplayer,False
1155760,Action,Singleplayer,True
1159030,Simulation,Singleplayer,True
1163550,Action,Multiplayer,False
1181770,,Singleplayer,True
1098340,,Singleplayer,True
1210340,Action,Singleplayer,False
1232252,Action,Singleplayer,False
1258480,Adventure,Singleplayer,True
1263820,,Singleplayer,True
1336560,Action,Multiplayer,False
1342070,Action,Singleplayer,True
1355650,Action,Singleplayer,True
1365390,,Singleplayer,True
1414000,Adventure,Singleplayer,True
1425130,Adventure,Singleplayer,True
1457510,RPG,Singleplayer,False
1475430,RPG,Singleplayer,True
1324000,Action,Singleplayer,True
1778500,,Singleplayer,False
1797973,Action,Singleplayer,False
1866430,RPG,Singleplayer,False
1902820,Simulation,Singleplayer,True
1926170,Adventure,Singleplayer,True
1943370,Action,Singleplayer,False
44620,Simulation,Singleplayer,False
320351,Action,Singleplayer,False
2009860,Strategy,Singleplayer,True
1952760,,Singleplayer,True
1982490,,Singleplayer,False
2139271,Action,Singleplayer,False
2198872,Adventure,Singleplayer,False
2232290,Action,Singleplayer,False
1624830,Action,Singleplayer,True
1705150,Action,Singleplayer,False
1713870,RPG,Singleplayer,False
1733060,,Singleplayer,False
1824010,Strategy,Multiplayer,False
1851020,Adventure,Multiplayer,False
1073320,RPG,Singleplayer,True
1643260,Action,Multiplayer,False
1689810,RPG,Singleplayer,False
1707400,Action,Singleplayer,False
1740660,Action,Multiplayer,False
1855500,Strategy,Singleplayer,False
1968340,Action,Singleplayer,False
1198060,Adventure,Singleplayer,False
1969060,Adventure,Singleplayer,False
1969100,RPG,Multiplayer,True
2007050,Simulation,Singleplayer,True
2053360,Action,Singleplayer,False
2074940,Adventure,Singleplayer,False
2091250,,Singleplayer,False
2105000,Action,Singleplayer,True
1250520,Simulation,Singleplayer,False
1135432,Action,Singleplayer,True
203766,Action,Singleplayer,False
1485070,Action,Singleplayer,True
1514860,Adventure,Singleplayer,True
1520710,Adventure,Singleplayer,False
1532800,Action,Singleplayer,True
1573750,Adventure,Singleplayer,True
1586840,Action,Singleplayer,True
809140,Strategy,Singleplayer,True
1604780,Action,Singleplayer,True
1614270,Adventure,Singleplayer,False
1617870,Simulation,Singleplayer,True
1652710,Action,Singleplayer,True
1658870,Strategy,Singleplayer,False
1737350,Action,Singleplayer,False
1745280,Action,Singleplayer,False
1791690,RPG,Singleplayer,False
1817560,Action,Multiplayer,False
1832950,Adventure,Singleplayer,False
1523510,Action,Singleplayer,False
1537870,Action,Singleplayer,False
1547380,Action,Singleplayer,True
1594460,Action,Singleplayer,False
1641830,Strategy,Singleplayer,True
1642040,Simulation,Multiplayer,False
1663640,Action,Singleplayer,False
1714320,,Singleplayer,True
1726520,Action,Singleplayer,True
1436950,,Singleplayer,False
1761900,Action,Multiplayer,True
1840660,Action,Multiplayer,False
1965800,Strategy,Singleplayer,True
1969820,RPG,Singleplayer,False
2019730,,Singleplayer,False
2085360,Simulation,Singleplayer,True
2089350,,Singleplayer,False
2091500,Strategy,Singleplayer,False
1536080,Action,Singleplayer,False
1574910,,Singleplayer,True
1620720,,Singleplayer,True
1665500,Adventure,Singleplayer,False
1683690,Sports,Multiplayer,True
1685510,Action,Multiplayer,False
1690440,Adventure,Singleplayer,True
1694600,Action,Singleplayer,False
1215050,Simulation,Singleplayer,False
1709180,Action,Singleplayer,True
1723560,Strategy,Singleplayer,False
1734470,Adventure,Singleplayer,True
1781960,Strategy,Singleplayer,False
1798067,Action,Singleplayer,False
1858560,Action,Singleplayer,True
1861290,RPG,Singleplayer,False
1137540,Sports,Singleplayer,False
22430,RPG,Singleplayer,False
38410,Adventure,Singleplayer,False
38450,Action,Singleplayer,False
41070,Action,Multiplayer,True
99612,Strategy,Singleplayer,False
112100,Adventure,Singleplayer,True
200080,Adventure,Singleplayer,False
227200,Action,Singleplayer,True
269310,Action,Multiplayer,True
287070,Strategy,Multiplayer,False
297860,Action,Multiplayer,False
301760,Action,Multiplayer,False
329650,Action,Singleplayer,False
335420,RPG,Singleplayer,False
351100,Action,Multiplayer,True
1636840,Action,Multiplayer,False
986280,Adventure,Singleplayer,True
992910,Action,Multiplayer,True
1010750,Action,Multiplayer,False
1016250,,Singleplayer,True
1019310,Adventure,Singleplayer,True
1028894,Action,Singleplayer,True
1029630,Strategy,Singleplayer,False
1047440,Adventure,Singleplayer,False
1097710,Adventure,Singleplayer,True
1112830,Action,Multiplayer,True
1125910,Adventure,Singleplayer,False
1133120,Simulation,Singleplayer,False
465070,Action,Singleplayer,False
1144400,Action,Singleplayer,False
1182920,,Multiplayer,False
1191210,Action,Singleplayer,True
205636,Strategy,Singleplayer,False
2093320,,Singleplayer,True
2105980,Strategy,Singleplayer,False
2109610,Sports,Singleplayer,True
2158500,Adventure,Singleplayer,True
2203060,Action,Singleplayer,True
2233890,Action,Singleplayer,True
1267540,Sports,Singleplayer,False
1272450,Strategy,Singleplayer,False
1294060,Adventure,Singleplayer,False
1327430,RPG,Singleplayer,False
1371400,Action,Singleplayer,False
1385650,Simulation,Singleplayer,True
1386620,Action,Singleplayer,True
1388860,Adventure,Singleplayer,True
1418230,Action,Singleplayer,True
557240,Strategy,Singleplayer,False
1496640,Adventure,Singleplayer,False
1549180,Action,Multiplayer,False
1562870,,Singleplayer,True
211160,Action,Singleplayer,False
1851340,Action,Singleplayer,True
1859360,Simulation,Singleplayer,False
2000110,Action,Singleplayer,False
2077590,Action,Singleplayer,False
2119490,Action,Multiplayer,False
2131350,Action,Multiplayer,True
2210140,Action,Singleplayer,False
871570,Adventure,Singleplayer,True
882790,Action,Singleplayer,False
909610,Action,Singleplayer,True
918670,,Singleplayer,True
959860,RPG,Multiplayer,False
995770,Strategy,Singleplayer,True
1006220,Action,Singleplayer,False
1015720,Adventure,Singleplayer,True
1034720,RPG,Singleplayer,False
512260,,Singleplayer,True
1034750,Adventure,Singleplayer,True
1051380,Simulation,Singleplayer,True
1065970,,Singleplayer,True
1067220,Action,Singleplayer,True
346470,Sports,Multiplayer,True
447310,Action,Singleplayer,True
449393,Action,Singleplayer,False
485120,,Singleplayer,True
490930,Adventure,Singleplayer,True
518030,Action,Multiplayer,False
529830,,Singleplayer,False
539720,,Singleplayer,True
555060,Action,Multiplayer,True
559910,Strategy,Singleplayer,False
562386,Simulation,Singleplayer,False
605450,Action,Singleplayer,True
704010,Adventure,Singleplayer,True
769840,,Multiplayer,True
770972,Action,Singleplayer,False
1155660,Adventure,Singleplayer,True
797400,Strategy,Multiplayer,False
824200,Adventure,Singleplayer,True
832720,Adventure,Singleplayer,False
347213,Simulation,Singleplayer,True
797280,Action,Singleplayer,False
33780,Adventure,Singleplayer,False
38600,Adventure,Singleplayer,True
39550,Action,Singleplayer,False
204240,Adventure,Singleplayer,True
225820,Action,Singleplayer,False
253750,Action,Singleplayer,True
256190,Action,Multiplayer,False
261030,Action,Singleplayer,False
270570,Adventure,Singleplayer,True
283080,Action,Singleplayer,True
304350,Adventure,Singleplayer,True
308600,Action,Multiplayer,True
313020,Adventure,Singleplayer,True
316441,Action,Singleplayer,False
327740,Action,Multiplayer,False
346180,Action,Singleplayer,True
358930,Action,Singleplayer,False
1895130,Action,Singleplayer,False
1926440,Action,Singleplayer,True
1934990,Adventure,Singleplayer,False
1947131,Action,Singleplayer,False
1971260,RPG,Singleplayer,True
1973610,RPG,Singleplayer,True
1991850,Action,Multiplayer,False
2013900,Adventure,Singleplayer,False
2050050,Action,Multiplayer,False
2076850,Action,Singleplayer,False
1895300,RPG,Multiplayer,False
1932160,Action,Singleplayer,False
1149550,Adventure,Singleplayer,False
1150730,RPG,Singleplayer,True
1998750,,Singleplayer,False
1170970,Simulation,Multiplayer,False
1180900,Strategy,Multiplayer,True
1204470,Action,Singleplayer,False
1206720,Action,Singleplayer,True
1247270,,Singleplayer,False
1254860,Strategy,Singleplayer,False
1267470,Strategy,Singleplayer,True
1273260,Adventure,Singleplayer,False
1273790,RPG,Singleplayer,False
1291330,Adventure,Singleplayer,True
1297790,Action,Multiplayer,True
1328920,Adventure,Singleplayer,True
1345760,Sports,Multiplayer,False
214590,Action,Singleplayer,True
1367420,,Singleplayer,True
1454050,Strategy,Singleplayer,False
1464060,,Singleplayer,True
1235762,Adventure,Singleplayer,False
1497820,Adventure,Singleplayer,True
1526010,Strategy,Singleplayer,False
1529710,Action,Singleplayer,False
1530340,Adventure,Singleplayer,False
1545250,Action,Singleplayer,True
1545600,Action,Multiplayer,False
1571140,Action,Singleplayer,False
1714440,Adventure,Singleplayer,False
1174860,Simulation,Singleplayer,False
1378990,,Singleplayer,False
1714460,Action,Singleplayer,True
1739880,Action,Singleplayer,False
1825740,Action,Multiplayer,True
1876350,Action,Multiplayer,False
1941332,Simulation,Singleplayer,False
1980490,Sports,Multiplayer,False
1983420,,Singleplayer,False
1995870,Action,Singleplayer,True
2157060,Action,Singleplayer,False
2219200,Simulation,Singleplayer,False
2266310,,Singleplayer,True
11280,Action,Multiplayer,True
35450,Action,Multiplayer,False
65300,Action,Singleplayer,True
73041,Strategy,Singleplayer,False
205910,Action,Singleplayer,True
248170,,Singleplayer,False
267772,RPG,Singleplayer,True
270760,Adventure,Singleplayer,False
274520,Action,Multiplayer,True
279140,Strategy,Multiplayer,True
283940,Adventure,Singleplayer,False
316060,Action,Singleplayer,False
318520,Simulation,Singleplayer,True
328900,Strategy,Singleplayer,False
341090,Action,Singleplayer,True
358250,Action,Singleplayer,False
363990,Strategy,Singleplayer,True
1248432,Action,Multiplayer,False
513730,RPG,Singleplayer,False
364810,Action,Multiplayer,False
365660,Action,Singleplayer,True
365890,Strategy,Multiplayer,False
400790,Action,Singleplayer,True
412770,Action,Multiplayer,True
420640,Adventure,Singleplayer,True
73093,Action,Singleplayer,False
1386611,Action,Singleplayer,False
457760,Action,Singleplayer,True
461360,Action,Singleplayer,True
479100,Strategy,Singleplayer,True
486780,Action,Singleplayer,False
514090,Simulation,Singleplayer,False
522040,Action,Singleplayer,True
538710,Action,Singleplayer,True
541640,Action,Singleplayer,False
573120,Adventure,Singleplayer,True
583640,Strategy,Multiplayer,True
589760,Strategy,Singleplayer,True
646662,Simulation,Singleplayer,False
696490,Sports,Singleplayer,True
721340,Strategy,Singleplayer,False
777670,Action,Singleplayer,True
779939,Action,Singleplayer,False
817230,Action,Singleplayer,True
820900,Adventure,Singleplayer,True
839080,,Singleplayer,True
210950,Action,Multiplayer,False
840260,Action,Multiplayer,False
874460,Action,Singleplayer,True
941955,Action,Singleplayer,False
949250,Action,Singleplayer,True
961990,,Singleplayer,False
978630,Action,Singleplayer,True
